,speed
578,113.10506
579,64.189064
580,128.5463
581,14.182765
582,133.5618
583,104.87707
584,130.82938
585,133.21384
586,67.95652
587,18.217896
588,151.13708
589,112.81111
590,35.971283
591,65.48533
592,23.375359
593,125.60977
594,96.758545
595,1.5886416
596,61.6554
597,129.78838
598,44.320587
599,87.8527
600,122.874016
601,134.48347
602,61.216766
603,87.21319
604,84.94645
605,11.149946
606,143.18483
607,151.42253
608,83.90928
609,73.71134
610,87.94865
611,7.6807756
612,56.650734
613,129.90102
614,74.82825
615,89.124405
616,86.448715
617,89.646484
618,122.919495
619,110.12727
620,65.23655
621,67.26969
622,95.84594
623,91.6887
624,64.92285
625,61.408657
626,76.57397
627,126.45623
628,114.12133
629,108.78082
630,140.23715
631,118.59926
632,141.48485
633,10.115607
634,102.53646
635,29.988747
636,52.523125
637,55.92529
638,71.217606
639,1.5749499
640,93.96845
641,7.4834485
642,69.5576
643,5.5972977
644,20.81248
645,78.414635
646,103.07821
647,109.07627
648,64.3095
649,64.47907
650,32.99572
651,11.309623
652,102.00627
653,12.784099
654,62.518356
655,11.117835
656,141.37114
657,104.78525
658,90.131096
659,112.40204
660,83.47589
661,57.275402
662,70.02981
663,58.39372
664,124.71367
665,133.86946
666,83.90714
667,114.44626
668,9.090872
669,28.398403
670,0.89190686
671,81.91905
672,124.8818
673,48.62006
674,22.85614
675,2.0914981
676,75.13827
677,84.07713
678,87.80621
679,87.60908
680,69.70084
681,17.210228
682,28.42122
683,9.392045
684,26.438927
685,92.68399
686,142.8985
687,26.664698
688,105.26417
689,49.830296
690,52.150723
691,18.876785
692,111.13491
693,120.58445
694,118.1191
695,75.208145
696,104.88458
697,114.97584
698,10.980327
699,13.122955
700,105.18644
701,9.096768
702,127.547966
703,64.23182
704,68.8744
705,49.48463
706,59.71157
707,100.3612
708,29.693954
709,114.682816
710,43.773224
711,101.28776
712,51.68384
713,121.71839
714,70.68801
715,33.431522
716,124.53824
717,62.015167
718,111.53162
719,9.547156
720,61.302967
721,109.90992
722,3.4347045
723,51.257545
724,107.00268
725,102.80032
726,123.69616
727,106.31813
728,83.20182
729,96.207436
730,109.05684
731,76.39291
732,125.72044
733,40.285408
734,154.34435
735,71.57043
736,51.62879
737,10.021277
738,37.628662
739,53.99309
740,114.34921
741,25.419048
742,47.413765
743,41.036705
744,37.352303
745,87.18543
746,86.57695
747,38.16422
748,45.375744
749,12.03458
750,57.573177
751,20.493261
752,147.95294
753,67.37758
754,66.22742
755,36.210075
756,101.187584
757,127.76288
758,111.336876
759,8.141721
760,49.828358
761,135.77228
762,123.27275
763,10.206835
764,97.88813
765,124.903175
766,24.25159
767,20.671904
768,136.5515
769,71.69376
770,56.049854
771,137.10495
772,15.644145
773,95.27404
774,54.585712
775,112.43469
776,42.84784
777,54.769306
778,139.00038
779,78.096436
780,118.41378
781,107.24154
782,32.370842
783,124.8585
784,62.645447
785,123.31512
786,89.64838
787,49.296886
788,34.015102
789,57.008236
790,13.559959
791,126.33318
792,3.2153137
793,77.65941
794,85.9484
795,39.542248
796,155.80656
797,113.78781
798,21.452435
799,62.295227
800,127.01255
801,127.10878
802,4.1445427
803,88.0539
804,38.95704
805,123.786736
806,31.854143
807,21.300611
808,17.427
809,79.213066
810,89.507996
811,127.181725
812,15.21699
813,68.8207
814,53.447926
815,131.05258
816,19.062246
817,126.97539
818,7.2469096
819,42.906532
820,131.50174
821,73.98455
822,58.956203
823,12.482937
824,68.37411
825,62.679115
826,16.056772
827,83.95353
828,4.263656
829,43.43613
830,95.88588
831,79.78662
832,66.3219
833,18.565418
834,86.88085
835,61.68795
836,145.1945
837,123.264465
838,68.752205
839,14.127784
840,24.670603
841,36.59116
842,18.615402
843,121.201164
844,26.157804
845,65.28191
846,80.73016
847,31.212526
848,40.961895
849,34.11258
850,130.01492
851,65.68328
852,111.0787
853,9.521808
854,49.68639
855,28.193626
856,149.86995
857,16.784128
858,141.28757
859,120.50749
860,153.34866
861,18.794592
862,118.45839
863,102.154854
864,143.26262
865,123.47639
866,156.96979
867,72.08614
868,93.24799
869,101.585
870,84.68871
871,86.416046
872,132.51736
873,9.005413
874,65.46818
875,141.73041
876,10.447338
877,134.68251
878,22.985636
879,58.72968
880,95.55856
881,99.58808
882,141.67212
883,100.71586
884,21.446173
885,113.87818
886,79.47479
887,64.0761
888,36.82521
889,25.01041
890,13.658175
891,97.602936
892,24.487556
893,6.9931483
894,114.90248
895,89.64233
896,74.25947
897,120.309746
898,3.0921667
899,14.934259
900,154.19266
901,63.732662
902,136.59892
903,2.7392323
904,105.33887
905,9.305599
906,58.490654
907,85.0359
908,36.112843
909,31.18804
910,9.920263
911,118.311844
912,16.651958
913,38.317997
914,51.955597
915,77.589935
916,67.3513
917,140.8026
918,29.585844
919,17.376125
920,70.38243
921,109.559654
922,34.46287
923,50.89048
924,17.493357
925,49.136612
926,3.5404668
927,124.72882
928,140.06865
929,135.9135
930,140.86655
931,113.0132
932,15.371563
933,66.8253
934,26.91445
935,47.659096
936,96.631874
937,114.8064
938,21.004135
939,106.21072
940,33.56256
941,40.27871
942,139.98018
943,27.936584
944,14.599424
945,19.348486
946,66.73546
947,130.88109
948,112.2713
949,19.667463
950,72.50879
951,119.889824
952,1.7567464
953,109.02879
954,152.62988
955,107.901695
956,88.93869
957,73.846985
958,51.722713
959,109.13273
960,141.05893
961,127.08316
962,101.470245
963,44.72587
964,11.665584
965,114.643166
966,40.322235
967,120.6012
968,72.096985
969,92.55569
970,21.618355
971,50.06932
972,10.897247
973,150.81677
974,43.16979
975,83.5961
976,67.794075
977,71.24253
978,77.37569
979,132.48392
980,122.06284
981,30.876808
982,102.00823
983,46.82241
984,129.66605
985,62.770504
986,41.98403
987,3.312839
988,27.476976
989,10.025915
990,28.974857
991,126.404366
992,80.039955
993,17.727938
994,3.9492247
995,12.522404
996,106.969864
997,20.231796
998,41.187805
999,54.257908
1000,97.09749
1001,137.98575
1002,79.59889
1003,35.746235
1004,8.679091
1005,118.033936
1006,59.895737
1007,131.44658
1008,80.78961
1009,62.05188
1010,7.387049
1011,117.24382
1012,102.610725
1013,110.73527
1014,140.37389
1015,-0.27752003
1016,22.283392
1017,4.94859
1018,55.880337
1019,135.21529
1020,91.16802
1021,62.66939
1022,43.653084
1023,93.724144
1024,147.91814
1025,5.335574
1026,87.27781
1027,77.79984
1028,44.878876
1029,150.75645
1030,129.6775
1031,102.66342
1032,8.117641
1033,62.19884
1034,114.32825
1035,39.471695
1036,83.5597
1037,43.161076
1038,147.08499
1039,90.11825
1040,86.910255
1041,35.668068
1042,107.49885
1043,11.3115015
1044,43.642372
1045,123.00808
1046,92.88761
1047,90.34915
1048,105.989006
1049,55.145947
1050,124.06752
1051,38.244274
1052,28.225302
1053,71.59666
1054,7.934492
1055,66.165016
1056,115.283646
1057,132.71892
1058,6.615032
1059,107.96814
1060,4.092774
1061,65.531654
1062,123.64367
1063,60.29993
1064,88.95973
1065,89.85816
1066,105.515564
1067,88.78248
1068,115.92765
1069,143.50522
1070,9.3472
1071,84.287704
1072,67.117546
1073,16.325378
1074,68.726585
1075,82.9133
1076,89.798454
1077,140.50465
1078,89.61876
1079,15.691343
1080,82.29939
1081,60.832573
1082,33.263687
1083,27.725622
1084,-0.22114363
1085,14.236068
1086,144.18094
1087,70.773796
1088,127.32932
1089,48.476597
1090,108.88367
1091,11.301269
1092,91.924225
1093,95.50013
1094,76.95049
1095,79.76545
1096,34.12655
1097,15.238465
1098,133.71556
1099,69.96138
1100,139.22443
1101,84.78656
1102,29.68309
1103,59.625607
1104,54.285698
1105,33.455517
1106,62.742905
1107,18.415016
1108,90.584946
1109,13.023495
1110,24.610365
1111,80.024216
1112,128.53864
1113,20.32048
1114,124.86873
1115,101.36036
1116,-0.14884531
1117,97.55975
1118,53.28467
1119,19.087442
1120,22.997013
1121,150.27504
1122,108.57021
1123,36.265133
1124,74.70024
1125,71.44766
1126,77.442665
1127,48.195786
1128,102.791885
1129,2.6252317
1130,44.209488
1131,106.327614
1132,120.985344
1133,44.597378
1134,144.82846
1135,101.43848
1136,33.330418
1137,61.03425
1138,55.899624
1139,128.22215
1140,126.2857
1141,110.581245
1142,13.742876
1143,31.833406
1144,85.62983
1145,153.29651
1146,66.08632
1147,109.41468
1148,73.8313
1149,70.09963
1150,11.137177
1151,119.63701
1152,105.468475
1153,98.987045
1154,63.40848
1155,12.403742
1156,101.73803
1157,19.96867
1158,55.47549
1159,55.322308
1160,2.9828682
1161,33.048344
1162,14.261313
1163,9.794814
1164,122.08704
1165,69.46368
1166,132.46696
1167,45.834698
1168,48.31102
1169,88.50446
1170,25.997437
1171,107.713326
1172,117.000404
1173,91.72506
1174,21.377201
1175,37.32334
1176,119.51607
1177,79.23525
1178,107.3151
1179,16.066462
1180,35.635662
1181,13.778003
1182,36.643677
1183,87.83347
1184,121.225174
1185,11.941706
1186,84.827675
1187,113.95568
1188,100.25644
1189,134.36855
1190,47.491573
1191,72.867035
1192,88.56249
1193,7.119553
1194,43.319347
1195,96.37805
1196,124.07392
1197,59.21401
1198,94.82588
1199,131.3811
1200,106.01239
1201,80.71374
1202,46.931747
1203,59.666157
1204,133.08821
1205,58.019535
1206,108.33547
1207,68.06543
1208,64.25522
1209,34.138634
1210,84.40917
1211,41.46301
1212,132.74298
1213,119.08255
1214,41.695423
1215,51.02129
1216,43.214046
1217,155.67801
1218,99.4352
1219,97.294304
1220,14.504865
1221,120.32359
1222,135.61696
1223,39.50359
1224,19.244875
1225,125.14117
1226,93.85071
1227,8.238918
1228,139.3639
1229,79.079666
1230,5.506014
1231,134.62598
1232,53.939445
1233,132.38019
1234,157.216
1235,98.23336
1236,5.683697
1237,3.3934927
1238,106.93064
1239,36.53575
1240,0.7943228
1241,107.608055
1242,137.94649
1243,69.57939
1244,15.43574
1245,104.1035
1246,57.443333
1247,62.064053
1248,34.865067
1249,8.350973
1250,71.8288
1251,81.454216
1252,119.67675
1253,113.14919
1254,107.39168
1255,110.69142
1256,59.55352
1257,13.749313
1258,37.2503
1259,46.708405
1260,92.49422
1261,87.87098
1262,94.40347
1263,76.402374
1264,1.7304565
1265,107.834724
1266,11.899981
1267,81.873215
1268,107.200455
1269,80.35886
1270,102.35697
1271,-0.37550393
1272,87.24389
1273,73.20758
1274,73.11391
1275,54.379482
1276,7.158224
1277,115.82942
1278,6.193123
1279,21.161348
1280,70.30151
1281,34.35463
1282,12.486269
1283,120.191765
1284,127.891304
1285,81.284836
1286,44.580704
1287,2.5176957
1288,121.42832
1289,137.96594
1290,63.310345
1291,129.73286
1292,82.68148
1293,1.4457086
1294,66.978226
1295,27.735865
1296,85.99981
1297,25.66722
1298,63.53456
1299,100.21099
1300,76.08388
1301,42.098183
1302,1.6263095
1303,91.37032
1304,25.65118
1305,115.38353
1306,79.89433
1307,145.68718
1308,80.14173
1309,82.44224
1310,82.43556
1311,68.42572
1312,20.910707
1313,49.2377
1314,49.3393
1315,42.454388
1316,21.182428
1317,59.382183
1318,23.744665
1319,51.371746
1320,82.23358
1321,65.16829
1322,72.74887
1323,149.59085
1324,124.71657
1325,119.755714
1326,78.07165
1327,74.071
1328,76.44903
1329,86.1123
1330,82.62789
1331,67.00911
1332,129.24052
1333,121.942795
1334,112.2804
1335,7.348852
1336,96.76966
1337,27.632597
1338,131.53302
1339,89.37338
1340,106.44249
1341,75.51841
1342,113.73535
1343,90.53231
1344,92.57803
1345,125.65213
1346,32.480663
1347,98.505486
1348,95.44332
1349,16.787092
1350,85.83463
1351,21.610579
1352,56.04572
1353,59.71068
1354,117.69391
1355,93.88003
1356,98.01809
1357,36.84839
1358,99.10562
1359,3.2701735
1360,54.165577
1361,64.61198
1362,12.6074505
1363,34.5459
1364,57.38927
1365,128.06909
1366,2.803723
1367,74.831345
1368,65.64994
1369,35.397133
1370,57.873608
1371,8.920365
1372,118.19771
1373,39.30076
1374,86.845604
1375,73.02166
1376,80.81099
1377,50.938206
1378,135.11324
1379,121.55147
1380,51.53579
1381,9.883227
1382,94.09314
1383,114.2139
1384,139.27957
1385,51.08062
1386,115.574524
1387,25.933472
1388,34.105408
1389,83.55978
1390,47.140755
1391,84.5628
1392,52.166912
1393,72.00331
1394,21.357088
1395,69.40836
1396,58.65781
1397,146.5079
1398,111.40213
1399,46.368416
1400,77.752045
1401,52.386517
1402,120.69218
1403,99.143166
1404,113.4259
1405,118.82537
1406,125.845825
1407,9.194889
1408,48.801937
1409,58.726963
1410,65.70192
1411,99.66979
1412,48.671585
1413,57.031155
1414,40.042225
1415,117.93566
1416,91.55653
1417,134.53513
1418,13.755133
1419,38.253506
1420,29.958542
1421,28.790424
1422,56.053154
1423,81.67899
1424,74.53342
1425,11.114809
1426,61.101704
1427,107.828316
1428,34.715595
1429,146.25874
1430,103.39207
1431,29.366405
1432,61.200127
1433,117.665146
1434,5.001693
1435,24.77774
1436,37.21117
1437,95.93544
1438,146.09497
1439,134.69017
1440,123.77956
1441,96.77947
1442,54.538147
1443,6.5068955
1444,123.505226
1445,26.291256
1446,72.28813
1447,25.727266
1448,33.758198
1449,93.72341
1450,106.30265
1451,123.44481
1452,71.67959
1453,83.48425
1454,144.65532
1455,88.28968
1456,99.822914
1457,6.960924
1458,53.56831
1459,88.30805
1460,47.099182
1461,97.21694
1462,9.122458
1463,1.1192255
1464,14.314434
1465,104.53456
1466,124.01343
1467,129.41777
1468,135.68529
1469,134.59698
1470,19.538622
1471,33.049625
1472,83.056854
1473,118.01082
1474,14.279506
1475,137.85286
1476,13.912584
1477,122.44356
1478,18.459482
1479,82.49514
1480,6.929352
1481,90.18805
1482,31.732193
1483,101.42513
1484,140.30577
1485,42.711323
1486,114.92342
1487,103.47207
1488,63.69056
1489,88.65653
1490,71.61509
1491,133.6173
1492,72.232185
1493,136.66328
1494,25.20977
1495,-2.8402333
1496,89.91927
1497,84.53363
1498,38.63238
1499,95.824135
1500,100.89723
1501,21.553755
1502,19.606752
1503,60.113182
1504,100.96785
1505,118.924576
1506,73.91565
1507,-1.6015831
1508,117.06164
1509,115.53472
1510,8.889266
1511,83.98852
1512,8.208337
1513,58.392536
1514,91.71664
1515,110.60777
1516,38.78748
1517,105.16255
1518,49.98646
1519,62.9036
1520,66.22322
1521,58.997917
1522,6.9913273
1523,143.1119
1524,134.31952
1525,11.798107
1526,93.862404
1527,112.86631
1528,120.998055
1529,92.0856
1530,29.855839
1531,19.259546
1532,1.0493463
1533,86.7385
1534,59.46258
1535,26.126556
1536,56.79433
1537,84.35742
1538,116.745865
1539,121.153885
1540,99.990845
1541,45.987892
1542,65.57268
1543,22.988625
1544,152.98009
1545,21.382145
1546,58.43633
1547,99.59941
1548,51.630684
1549,43.86225
1550,139.87305
1551,20.75592
1552,44.84983
1553,66.59774
1554,42.117985
1555,37.85076
1556,38.872795
1557,130.83012
1558,118.696014
1559,129.34132
1560,115.367355
1561,60.41004
1562,44.16166
1563,97.993935
1564,39.9582
1565,125.34374
1566,41.45174
1567,79.05056
1568,12.825051
1569,112.40215
1570,35.173725
1571,70.53321
1572,73.066086
1573,16.367826
1574,7.286482
1575,31.516703
1576,65.46968
1577,41.306713
1578,106.17794
1579,153.72183
1580,116.18889
1581,120.953835
1582,109.61465
1583,129.78802
1584,132.52023
1585,126.777176
1586,61.514557
1587,143.51006
1588,143.03523
1589,15.485516
1590,20.241644
1591,44.138336
1592,58.202023
1593,83.876015
1594,37.93393
1595,100.88336
1596,129.56857
1597,61.37754
1598,122.638695
1599,133.37354
1600,130.05942
1601,54.592365
1602,76.552055
1603,117.0856
1604,51.727085
1605,129.90036
1606,31.34745
1607,155.62198
1608,30.587433
1609,30.345238
1610,39.14946
1611,19.869709
1612,103.88245
1613,18.185165
1614,26.402292
1615,109.79381
1616,50.89701
1617,131.29062
1618,49.10088
1619,61.77005
1620,14.173223
1621,10.612954
1622,23.019968
1623,105.72161
1624,132.66313
1625,40.474903
1626,36.634068
1627,55.339073
1628,135.89859
1629,28.381737
1630,139.47356
1631,101.34376
1632,111.80125
1633,99.88664
1634,86.60035
1635,126.43175
1636,131.03374
1637,81.5247
1638,147.41145
1639,91.15247
1640,87.88746
1641,87.89929
1642,102.32716
1643,145.29369
1644,31.899233
1645,47.994442
1646,114.54232
1647,85.89269
1648,65.837944
1649,37.016
1650,83.63235
1651,102.60907
1652,55.32493
1653,112.737885
1654,71.252365
1655,18.328495
1656,66.36934
1657,16.547506
1658,58.310555
1659,55.638184
1660,-4.5716524
1661,5.3267536
1662,16.109058
1663,26.335588
1664,13.352934
1665,150.2223
1666,132.73001
1667,84.64039
1668,28.161343
1669,90.16939
1670,44.22652
1671,5.60911
1672,39.953445
1673,44.37676
1674,143.6184
1675,153.13504
1676,83.84415
1677,143.7396
1678,81.23633
1679,24.548746
1680,135.19272
1681,86.99077
1682,6.882038
1683,35.407852
1684,95.93163
1685,109.193375
1686,3.3821857
1687,61.018143
1688,93.88102
1689,77.34474
1690,47.096134
1691,136.69812
1692,17.428291
1693,34.69612
1694,121.61642
1695,34.223312
1696,109.38488
1697,11.785684
1698,95.80509
1699,87.80311
1700,132.48209
1701,7.1279635
1702,5.3970857
1703,36.00044
1704,82.36306
1705,107.582405
1706,79.21853
1707,133.20328
1708,37.741276
1709,24.969805
1710,133.04153
1711,93.462006
1712,110.059875
1713,65.05012
1714,75.32035
1715,104.71308
1716,80.29157
1717,100.54735
1718,122.79765
1719,100.9617
1720,136.23094
1721,74.98874
1722,73.85588
1723,41.3159
1724,121.66895
1725,124.06386
1726,19.275877
1727,121.302345
1728,11.108223
1729,85.661415
1730,21.100601
1731,146.56221
1732,62.194122
1733,127.83203
1734,91.038826
1735,128.05623
1736,124.123405
1737,46.306206
1738,141.3506
1739,123.888985
1740,81.42997
1741,128.1065
1742,5.5453315
1743,72.114494
1744,75.88193
1745,44.549355
1746,126.690605
1747,14.463588
1748,131.23192
1749,95.118515
1750,74.398544
1751,87.085175
1752,22.448397
1753,66.141846
1754,137.44554
1755,121.27928
1756,73.54749
1757,31.752111
1758,26.854889
1759,141.44382
1760,52.659966
1761,84.65401
1762,140.06123
1763,95.419525
1764,88.05502
1765,-0.55951893
1766,21.503727
1767,99.90237
1768,26.317047
1769,6.057396
1770,34.433037
1771,50.921875
1772,33.460693
1773,114.16308
1774,11.900007
1775,113.969124
1776,101.62433
1777,16.946314
1778,123.70812
1779,-0.7190423
1780,158.68083
1781,97.00579
1782,131.27936
1783,44.367374
1784,37.108536
1785,62.342556
1786,113.203415
1787,27.814905
1788,17.474323
1789,143.30717
1790,61.740322
1791,94.45435
1792,22.454866
1793,137.29858
1794,8.777396
1795,66.57497
1796,113.371254
1797,30.767351
1798,133.29843
1799,15.919724
1800,103.47565
1801,117.60374
1802,107.11865
1803,36.884567
1804,65.79612
1805,119.11999
1806,119.50053
1807,132.69896
1808,129.29616
1809,154.48825
1810,140.83157
1811,75.88442
1812,21.83172
1813,20.564358
1814,22.309217
1815,107.12628
1816,53.29778
1817,10.390672
1818,62.511345
1819,100.98155
1820,53.795895
1821,108.258644
1822,82.12649
1823,115.4777
1824,138.95879
1825,59.03035
1826,15.328983
1827,9.46102
1828,88.95288
1829,137.11702
1830,55.06751
1831,121.06117
1832,111.600235
1833,133.81879
1834,79.10714
1835,80.40377
1836,74.23341
1837,52.477673
1838,85.98133
1839,111.28132
1840,46.289013
1841,62.871124
1842,88.91696
1843,34.14538
1844,98.220184
1845,25.258083
1846,41.09019
1847,69.00468
1848,101.89963
1849,42.71711
1850,63.50987
1851,93.8337
1852,43.632977
1853,27.345163
1854,76.1289
1855,25.286682
1856,73.25524
1857,104.81013
1858,14.164095
1859,89.363075
1860,12.856146
1861,120.655556
1862,74.6454
1863,72.492165
1864,126.87211
