a,action,reward
1146,0,1
1147,3,1
1148,2,0
1149,2,0
1150,3,-1
1151,0,0
1152,3,1
1153,1,2
1154,0,0
1155,0,0
1156,3,1
1157,3,1
1158,3,0
1159,2,3
1160,2,-1
1161,0,1
1162,2,-1
1163,0,1
1164,0,1
1165,0,1
1166,2,-1
1167,3,-1
1168,2,1
1169,1,3
1170,2,1
1171,1,0
1172,1,2
1173,0,0
1174,3,0
1175,0,1
1176,0,1
1177,0,1
1178,2,-2
1179,1,-2
1180,1,2
1181,2,2
1182,3,2
1183,0,3
1184,1,1
1185,0,-2
1186,0,0
1187,3,1
1188,0,1
1189,0,1
1190,3,1
1191,2,-1
1192,2,1
1193,0,2
1194,1,1
1195,1,2
1196,0,1
1197,2,1
1198,3,0
1199,1,2
1200,0,0
1201,0,1
1202,3,1
1203,2,1
1204,3,1
1205,3,1
1206,0,1
1207,3,1
1208,1,0
1209,2,0
1210,0,0
1211,2,0
1212,0,1
1213,2,-2
1214,2,0
1215,3,1
1216,1,1
1217,1,2
1218,2,1
1219,0,0
1220,0,1
1221,3,3
1222,2,1
1223,0,-1
1224,1,2
1225,1,2
1226,2,-1
1227,2,0
1228,1,1
1229,3,-1
1230,0,1
1231,3,1
1232,2,1
1233,0,1
1234,2,3
1235,2,0
1236,3,-2
1237,3,-2
1238,2,1
1239,2,0
1240,1,1
1241,0,1
1242,3,1
1243,3,1
1244,2,3
1245,0,0
1246,1,-4
1247,0,1
1248,2,3
1249,3,1
1250,2,-1
1251,1,2
1252,3,1
1253,0,0
1254,2,-1
1255,0,-2
1256,3,-1
1257,2,0
1258,1,1
1259,2,-1
1260,0,0
1261,3,0
1262,3,-1
1263,2,0
1264,2,0
1265,2,2
1266,2,-5
1267,1,2
1268,1,2
1269,1,3
1270,3,1
1271,1,1
1272,1,2
1273,2,1
1274,0,1
1275,0,3
1276,3,1
1277,3,0
1278,2,-2
1279,2,-1
1280,2,0
1281,2,2
1282,1,2
1283,0,1
1284,0,0
1285,3,1
1286,0,0
1287,3,0
1288,3,1
1289,0,-1
1290,2,1
1291,2,-2
1292,1,1
1293,2,1
1294,0,1
1295,2,1
1296,2,-2
1297,0,0
1298,3,1
1299,3,-1
1300,0,3
1301,2,-2
1302,2,1
1303,0,0
1304,2,1
1305,1,1
1306,3,2
1307,0,0
1308,2,1
1309,2,0
1310,3,0
1311,3,3
1312,2,3
1313,1,0
1314,2,-2
1315,0,0
1316,0,-1
1317,2,-2
1318,3,1
1319,2,-2
1320,3,2
1321,1,1
1322,2,1
1323,2,-1
1324,2,-2
1325,3,-5
1326,2,-2
1327,0,-1
1328,2,1
1329,1,2
1330,0,-4
1331,1,2
1332,0,1
1333,2,0
1334,3,0
1335,0,-1
1336,2,1
1337,1,1
1338,3,1
1339,0,1
1340,2,1
1341,3,3
1342,2,-1
1343,0,1
1344,0,1
1345,2,1
1346,0,-1
1347,1,2
1348,1,1
1349,3,-2
1350,1,1
1351,1,-3
1352,2,0
1353,2,0
1354,3,1
1355,1,2
1356,2,0
1357,0,1
1358,3,2
1359,2,-1
1360,2,3
1361,0,1
1362,0,1
1363,0,1
1364,1,2
1365,2,1
1366,2,0
1367,3,0
1368,2,1
1369,3,1
1370,2,0
1371,3,-1
1372,1,2
1373,2,-1
1374,1,0
1375,1,1
1376,3,1
1377,1,1
1378,3,1
1379,2,0
1380,0,-1
1381,0,1
1382,2,1
1383,0,0
1384,1,2
1385,3,-1
1386,2,1
1387,0,-2
1388,1,2
1389,3,1
1390,0,1
1391,1,2
1392,1,2
1393,2,1
1394,1,2
1395,1,-1
1396,0,1
1397,3,0
1398,3,0
1399,0,1
1400,0,0
1401,2,1
1402,1,2
1403,2,-2
1404,3,1
1405,2,0
1406,3,1
1407,1,-1
1408,1,0
1409,2,0
1410,0,-1
1411,0,1
1412,1,2
1413,3,3
1414,3,1
1415,2,1
1416,0,0
1417,1,3
1418,2,1
1419,3,3
1420,1,1
1421,2,1
1422,0,-1
1423,0,1
1424,2,-2
1425,2,3
1426,3,-2
1427,3,-1
1428,2,1
1429,3,3
1430,2,0
1431,2,1
1432,0,0
1433,2,1
1434,0,1
1435,1,1
1436,0,1
1437,2,0
1438,3,2
1439,2,1
1440,2,2
1441,3,1
1442,3,0
1443,3,1
1444,2,1
1445,0,1
1446,1,2
1447,2,1
1448,3,1
1449,3,-2
1450,3,0
1451,0,0
1452,2,0
1453,0,1
1454,0,1
1455,0,-3
1456,3,1
1457,1,2
1458,2,1
1459,3,3
1460,0,2
1461,2,1
1462,3,-3
1463,0,-1
1464,1,3
1465,2,-1
1466,3,0
1467,3,1
1468,1,0
1469,3,1
1470,0,0
1471,0,1
1472,2,0
1473,3,1
1474,2,1
1475,3,3
1476,2,-1
1477,2,1
1478,1,2
1479,0,0
1480,2,0
1481,0,0
1482,2,1
1483,2,-2
1484,2,-1
1485,1,-1
1486,0,0
1487,2,0
1488,0,1
1489,0,1
1490,2,-1
1491,0,0
1492,1,2
1493,1,1
1494,0,0
1495,2,0
1496,2,-1
1497,0,1
1498,0,1
1499,0,0
1500,2,1
1501,2,1
1502,0,0
1503,0,0
1504,3,1
1505,3,0
1506,0,1
1507,1,1
1508,0,1
1509,1,0
1510,3,0
1511,3,1
1512,3,1
1513,2,1
1514,2,0
1515,2,1
1516,3,-1
1517,3,1
1518,2,0
1519,0,2
1520,2,1
1521,2,0
1522,1,1
1523,0,1
1524,2,0
1525,0,2
1526,2,-1
1527,0,0
1528,3,3
1529,2,-2
1530,2,1
1531,2,1
1532,2,0
1533,2,-2
1534,0,1
1535,2,0
1536,0,0
1537,1,0
1538,3,-1
1539,0,0
1540,1,3
1541,1,1
1542,2,1
1543,0,1
1544,3,1
1545,1,1
1546,2,-4
1547,0,0
1548,3,1
1549,1,1
1550,1,2
1551,2,3
1552,1,2
1553,2,1
1554,2,1
1555,2,1
1556,0,0
1557,3,1
1558,2,0
1559,0,1
1560,2,1
1561,2,-1
1562,3,1
1563,0,-1
1564,3,1
1565,3,1
1566,0,3
1567,3,1
1568,1,1
1569,3,0
1570,2,0
1571,3,-3
1572,0,1
1573,3,0
1574,1,3
1575,2,-2
1576,2,1
1577,0,0
1578,0,-1
1579,2,1
1580,3,2
1581,3,-1
1582,3,0
1583,0,0
1584,3,1
1585,3,0
1586,2,1
1587,2,1
1588,3,1
1589,2,-1
1590,1,3
1591,2,0
1592,2,0
1593,2,0
1594,0,0
1595,2,1
1596,2,-3
1597,1,1
1598,0,0
1599,2,0
1600,2,1
1601,0,1
1602,3,0
1603,0,0
1604,3,1
1605,2,2
1606,0,-1
1607,3,0
1608,2,-1
1609,2,-4
1610,0,0
1611,1,2
1612,0,0
1613,0,0
1614,2,1
1615,2,0
1616,0,0
1617,3,1
1618,2,-1
1619,2,1
1620,0,1
1621,3,0
1622,0,1
1623,2,0
1624,2,-1
1625,0,1
1626,0,0
1627,2,-1
1628,2,0
1629,0,-1
1630,2,1
1631,3,1
1632,2,-1
1633,2,-1
1634,3,1
1635,2,1
1636,1,1
1637,1,1
1638,0,1
1639,1,1
1640,0,3
1641,2,-4
1642,3,-1
1643,2,1
1644,2,-1
1645,2,1
1646,1,1
1647,2,-1
1648,1,2
1649,2,-2
1650,2,0
1651,3,1
1652,2,1
1653,2,1
1654,1,2
1655,3,1
1656,2,1
1657,1,1
1658,0,-2
1659,0,-1
1660,2,0
1661,3,1
1662,0,1
1663,2,1
1664,0,-1
1665,3,1
1666,3,0
1667,1,0
1668,2,1
1669,2,0
1670,3,2
1671,2,1
1672,3,0
1673,1,2
1674,0,1
1675,0,1
1676,1,2
1677,1,2
1678,3,1
1679,2,1
1680,2,0
1681,0,-2
1682,0,1
1683,2,-2
1684,2,1
1685,2,1
1686,2,-1
1687,0,1
1688,1,1
1689,1,2
1690,2,1
1691,0,-2
1692,2,-2
1693,1,2
1694,2,3
1695,2,-3
1696,0,0
1697,1,1
1698,3,1
1699,3,-1
1700,1,2
1701,0,0
1702,1,2
1703,1,-6
1704,2,1
1705,0,-1
1706,0,1
1707,0,0
1708,1,2
1709,2,1
1710,2,1
1711,2,-3
1712,3,-1
1713,2,1
1714,3,1
1715,1,1
1716,2,1
1717,1,2
1718,2,0
1719,2,1
1720,2,0
1721,3,1
1722,1,1
1723,0,0
1724,1,2
1725,0,-2
1726,3,1
1727,2,0
1728,2,3
1729,3,0
1730,2,0
1731,2,1
1732,3,-2
1733,0,0
1734,3,1
1735,2,-1
1736,2,-1
1737,3,1
1738,0,0
1739,2,0
1740,3,-1
1741,3,1
1742,1,2
1743,1,2
1744,0,1
1745,2,3
1746,2,0
1747,3,0
1748,0,0
1749,2,1
1750,2,1
1751,3,0
1752,0,1
1753,3,1
1754,2,1
1755,3,1
1756,2,1
1757,1,2
1758,1,2
1759,2,2
1760,1,1
1761,3,1
1762,2,-1
1763,2,2
1764,2,0
1765,2,1
1766,2,-2
1767,0,0
1768,3,1
1769,1,-2
1770,3,2
1771,2,0
1772,1,0
1773,1,-2
1774,3,1
1775,2,0
1776,3,3
1777,0,1
1778,0,0
1779,1,1
1780,0,1
1781,2,1
1782,3,1
1783,1,1
1784,1,1
1785,0,-2
1786,3,1
1787,3,1
1788,2,1
1789,3,1
1790,2,-3
1791,1,2
1792,0,3
1793,2,0
1794,1,2
1795,3,-2
1796,1,0
1797,2,0
1798,0,1
1799,2,0
1800,2,1
1801,2,1
1802,1,-1
1803,2,1
1804,3,0
1805,2,1
1806,0,1
1807,1,2
1808,2,1
1809,3,1
1810,2,1
1811,3,1
1812,2,1
1813,0,1
1814,1,1
1815,3,-1
1816,1,1
1817,2,1
1818,3,1
1819,2,1
1820,1,-1
1821,1,1
1822,0,1
1823,2,-2
1824,2,0
1825,2,-1
1826,2,1
1827,3,1
1828,0,-2
1829,2,1
1830,3,0
1831,3,1
1832,1,2
1833,3,1
1834,0,0
1835,2,-3
1836,0,1
1837,1,2
1838,2,-2
1839,2,-1
1840,2,-3
1841,1,2
1842,3,1
1843,3,1
1844,1,-1
1845,3,0
1846,1,2
1847,3,1
1848,0,1
1849,2,1
1850,0,1
1851,0,0
1852,3,1
1853,3,2
1854,2,1
1855,2,1
1856,1,2
1857,0,1
1858,3,1
1859,0,1
1860,2,-3
1861,0,-1
1862,0,1
1863,0,-1
1864,3,1
1865,1,1
1866,0,2
1867,1,0
1868,2,-1
1869,3,-1
1870,0,-1
1871,1,1
1872,2,1
1873,0,1
1874,0,0
1875,2,1
1876,3,1
1877,1,2
1878,2,0
1879,0,2
1880,3,1
1881,3,0
1882,2,1
1883,2,0
1884,1,2
1885,0,-2
1886,2,1
1887,2,0
1888,2,2
1889,3,1
1890,0,-1
1891,0,1
1892,0,1
1893,0,1
1894,0,1
1895,1,2
1896,3,2
1897,2,0
1898,1,2
1899,2,-2
1900,2,1
1901,2,1
1902,0,1
1903,0,0
1904,3,1
1905,0,3
1906,3,1
1907,2,1
1908,0,1
1909,2,2
1910,1,0
1911,0,0
1912,3,0
1913,2,1
1914,0,0
1915,2,-1
1916,2,-1
1917,0,1
1918,3,3
1919,2,0
1920,0,1
1921,3,-1
1922,2,-1
1923,1,1
1924,2,0
1925,0,0
1926,3,1
1927,1,0
1928,1,2
1929,2,1
1930,0,0
1931,0,0
1932,1,2
1933,3,1
1934,1,0
1935,3,0
1936,1,2
1937,2,-4
1938,2,1
1939,0,-2
1940,0,1
1941,2,-1
1942,2,-1
1943,0,1
1944,2,-1
1945,2,-1
1946,3,1
1947,2,-2
1948,3,0
1949,2,0
1950,1,2
1951,3,1
1952,3,-2
1953,2,0
1954,3,-4
1955,0,1
1956,1,1
1957,2,-1
1958,1,2
1959,3,1
1960,0,-1
1961,3,0
1962,0,-3
1963,3,0
1964,0,-1
1965,2,-1
1966,2,1
1967,1,1
1968,2,0
1969,1,2
1970,3,-1
1971,2,-1
1972,1,3
1973,0,1
1974,0,1
1975,0,1
1976,2,1
1977,2,-1
1978,2,-2
1979,3,0
1980,0,-5
1981,2,0
1982,2,1
1983,3,1
1984,0,0
1985,3,-1
1986,1,0
1987,1,1
1988,0,-2
1989,0,1
1990,0,-4
1991,1,-2
1992,2,-4
1993,2,1
1994,1,1
1995,1,1
1996,2,-1
1997,1,1
1998,1,2
1999,0,1
2000,1,2
2001,3,-1
2002,2,-4
2003,0,-1
2004,2,-1
2005,1,1
2006,1,2
2007,2,-1
2008,1,2
2009,1,2
2010,3,1
2011,2,1
2012,2,0
2013,2,-2
2014,2,0
2015,3,-1
2016,3,1
2017,1,2
2018,0,1
2019,3,-1
2020,3,0
2021,1,1
2022,0,1
2023,2,1
2024,1,2
2025,2,1
2026,0,-1
2027,3,-2
2028,0,1
2029,2,-1
2030,1,0
2031,3,1
2032,1,-4
2033,0,1
2034,3,-1
2035,2,1
2036,2,-1
2037,2,1
2038,3,1
2039,1,2
2040,3,1
2041,2,1
2042,1,2
2043,0,0
2044,0,0
2045,1,2
2046,2,1
2047,2,1
2048,2,1
2049,0,1
2050,1,-1
2051,1,0
2052,2,-1
2053,0,1
2054,3,-3
2055,1,2
2056,1,1
2057,3,1
2058,3,-1
2059,0,3
2060,1,1
2061,0,0
2062,2,0
2063,1,2
2064,3,1
2065,3,2
2066,0,-1
2067,0,1
2068,2,-1
2069,0,1
2070,2,1
2071,0,0
2072,1,1
2073,3,1
2074,0,1
2075,3,-2
