a,action,reward
534,1,1
535,3,-1
536,0,-1
537,0,-3
538,0,0
539,0,0
540,3,-1
541,0,1
542,0,0
543,0,0
544,0,0
545,1,2
546,0,1
547,0,1
548,3,1
549,0,3
550,3,1
551,2,1
552,1,1
553,2,1
554,0,1
555,2,0
556,2,-1
557,3,0
558,1,2
559,1,-1
560,0,1
561,2,-1
562,0,0
563,0,1
564,0,1
565,1,3
566,3,1
567,2,1
568,0,1
569,1,-1
570,0,0
571,0,-3
572,2,1
573,0,0
574,0,-1
575,0,1
576,2,1
577,0,0
578,1,0
579,0,0
580,1,1
581,0,0
582,1,2
583,3,0
584,0,-1
585,0,1
586,2,-1
587,2,-2
588,3,1
589,0,-2
590,2,1
591,3,3
592,2,0
593,2,-2
594,0,3
595,2,0
596,2,0
597,3,1
598,0,-1
599,1,2
600,2,0
601,0,1
602,3,1
603,0,0
604,0,1
605,3,3
606,0,1
607,3,1
608,0,1
609,3,0
610,1,2
611,3,0
612,0,0
613,1,0
614,0,-2
615,0,1
616,0,1
617,0,-1
618,3,0
619,2,3
620,0,1
621,0,1
622,0,-3
623,0,-1
624,0,3
625,2,0
626,0,1
627,0,1
628,3,1
629,0,0
630,0,1
631,1,-2
632,2,0
633,1,1
634,0,-1
635,2,0
636,2,1
637,0,-1
638,0,1
639,0,0
640,0,1
641,2,1
642,0,0
643,0,-2
644,3,1
645,2,-2
646,0,0
647,2,1
648,0,0
649,0,1
650,0,1
651,0,1
652,0,1
653,1,2
654,2,-2
655,0,1
656,2,-1
657,0,1
658,2,1
659,2,1
660,0,1
661,0,1
662,1,2
663,3,1
664,0,1
665,3,-2
666,0,1
667,0,1
668,1,0
669,3,-1
670,1,2
671,0,0
672,2,-1
673,0,0
674,1,2
675,3,1
676,3,0
677,0,0
678,0,0
679,0,-1
680,0,0
681,0,1
682,1,2
683,0,0
684,1,1
685,0,-1
686,2,0
687,0,1
688,0,-1
689,0,0
690,2,0
691,3,3
692,0,-1
693,0,1
694,0,3
695,0,-1
696,0,0
697,0,-2
698,1,1
699,3,0
700,1,1
701,0,3
702,0,1
703,2,1
704,3,0
705,2,1
706,2,1
707,0,3
708,0,0
709,0,-3
710,2,-3
711,0,1
712,0,1
713,0,1
714,0,1
715,1,2
716,2,3
717,1,2
718,0,-2
719,0,-3
720,1,2
721,0,-1
722,0,0
723,0,1
724,0,0
725,1,2
726,3,3
727,0,1
728,0,0
729,1,2
730,2,-2
731,0,0
732,0,1
733,3,0
734,0,1
735,0,3
736,0,0
737,0,1
738,0,1
739,0,-4
740,2,1
741,0,1
742,0,0
743,0,1
744,1,2
745,0,1
746,2,-2
747,3,3
748,0,1
749,3,-1
750,0,1
751,0,1
752,0,1
753,1,1
754,0,1
755,3,1
756,0,1
757,0,1
758,0,0
759,2,0
760,0,2
761,3,0
762,3,0
763,1,2
764,0,-1
765,0,-1
766,0,1
767,1,2
768,0,0
769,0,1
770,0,1
771,2,-2
772,1,1
773,1,1
774,3,0
775,0,1
776,0,1
777,3,1
778,0,1
779,0,-1
780,3,1
781,0,1
782,0,-1
783,3,1
784,0,1
785,0,0
786,0,-3
787,0,1
788,0,-2
789,0,-1
790,2,-1
791,0,1
792,0,-1
793,0,1
794,3,3
795,3,1
796,0,1
797,1,0
798,0,2
799,0,1
800,0,1
801,3,0
802,3,1
803,1,2
804,0,1
805,0,1
806,0,1
807,0,0
808,3,-1
809,0,0
810,0,1
811,0,1
812,1,2
813,3,1
814,0,1
815,0,-2
816,0,1
817,0,0
818,0,-1
819,2,1
820,3,1
821,0,3
822,0,0
823,0,1
824,0,1
825,3,1
826,0,1
827,0,1
828,1,1
829,0,3
830,0,1
831,0,1
832,1,1
833,0,0
834,0,1
835,0,1
836,3,1
837,0,-3
838,3,1
839,0,0
840,0,2
841,3,0
842,0,1
843,0,3
844,0,1
845,0,-1
846,0,1
847,0,0
848,1,2
849,0,-1
850,0,-1
851,0,-1
852,0,1
853,0,1
854,0,1
855,1,1
856,1,2
857,3,1
858,0,0
859,3,1
860,1,2
861,0,0
862,3,1
863,3,-2
864,1,2
865,3,1
866,0,1
867,0,0
868,0,-1
869,2,1
870,2,0
871,3,1
872,2,0
873,3,1
874,2,1
875,2,3
876,1,3
877,2,0
878,0,1
879,0,1
880,3,3
881,0,1
882,1,2
883,1,2
884,0,1
885,2,1
886,0,0
887,0,1
888,2,0
889,0,1
890,0,2
891,1,-1
892,1,2
893,0,0
894,3,1
895,2,-2
896,0,3
897,0,0
898,2,-2
899,0,-3
900,1,2
901,0,3
902,0,1
903,0,-1
904,0,0
905,3,-2
906,0,1
907,1,2
908,0,1
909,0,2
910,0,1
911,2,0
912,0,1
913,0,1
914,0,1
915,2,1
916,2,-3
917,0,0
918,0,1
919,0,-3
920,3,1
921,2,-2
922,1,-1
923,0,1
924,0,1
925,0,2
926,3,0
927,0,1
928,0,3
929,0,1
930,0,1
931,0,1
932,0,-1
933,0,1
934,1,1
935,0,1
936,1,3
937,0,1
938,1,1
939,1,2
940,0,1
941,0,3
942,0,-2
943,2,1
944,0,3
945,1,2
946,0,1
947,1,1
948,3,1
949,0,2
950,0,0
951,3,0
952,0,-1
953,3,3
954,3,1
955,0,-1
956,0,-2
957,1,0
958,0,0
959,0,3
960,3,1
961,0,0
962,2,1
963,0,-2
964,0,-2
965,1,1
966,0,3
967,0,-1
968,0,1
969,0,1
970,0,1
971,0,-1
972,0,1
973,0,1
974,0,1
975,0,-2
976,1,-4
977,1,0
978,0,1
979,3,0
980,1,2
981,0,-1
982,0,1
983,0,2
984,2,1
985,0,1
986,0,1
987,0,-2
988,0,0
989,0,1
990,0,3
991,0,0
992,0,0
993,0,1
994,3,0
995,0,1
996,0,1
997,0,1
998,0,3
999,0,0
1000,0,0
1001,0,0
1002,0,-2
1003,3,0
1004,1,2
1005,0,1
1006,0,1
1007,1,2
1008,0,1
1009,1,2
1010,3,-1
1011,0,-2
1012,0,0
1013,2,1
1014,0,1
1015,0,3
1016,3,-1
1017,0,0
1018,0,-1
1019,1,-1
1020,0,3
1021,0,1
1022,0,1
1023,3,-1
1024,0,-1
1025,0,0
1026,0,1
1027,0,0
1028,0,3
1029,0,1
1030,3,1
1031,0,1
1032,0,0
1033,0,0
1034,3,3
1035,3,-1
1036,3,1
1037,2,0
1038,1,0
1039,0,1
1040,2,0
1041,2,1
1042,0,0
1043,0,-1
1044,0,1
1045,1,3
1046,1,2
1047,0,3
1048,0,1
1049,1,0
1050,0,0
1051,1,2
1052,2,1
1053,2,1
1054,1,2
1055,2,-1
1056,1,3
1057,0,1
1058,0,1
1059,0,0
1060,0,1
1061,0,-3
1062,2,1
1063,0,0
1064,0,-2
1065,2,1
1066,0,1
1067,0,1
1068,0,1
1069,0,0
1070,0,1
1071,0,1
1072,1,1
1073,0,-1
1074,0,-2
1075,3,0
1076,3,0
1077,1,0
1078,0,1
1079,0,3
1080,0,3
1081,0,-1
1082,0,1
1083,0,1
1084,0,0
1085,2,1
1086,0,1
1087,0,1
1088,1,3
1089,0,-2
1090,0,0
1091,2,1
1092,0,1
1093,0,-1
1094,0,-1
1095,2,-2
1096,0,2
1097,0,0
1098,0,3
1099,1,3
1100,2,1
1101,3,1
1102,0,3
1103,0,3
1104,2,1
1105,0,0
1106,0,1
1107,1,2
1108,0,1
1109,0,1
1110,0,3
1111,3,1
1112,0,1
1113,0,0
1114,0,3
1115,2,1
1116,0,1
1117,0,-1
1118,0,0
1119,0,2
1120,3,-2
1121,0,1
1122,3,1
1123,0,-1
1124,0,1
1125,0,1
1126,0,1
1127,0,1
1128,0,1
1129,1,1
1130,0,1
1131,0,1
1132,3,1
1133,2,0
1134,0,1
1135,0,-2
1136,0,1
1137,0,1
1138,1,2
1139,1,2
1140,0,1
1141,0,1
1142,0,1
1143,0,0
1144,0,1
1145,0,1
1146,0,1
1147,0,1
1148,0,2
1149,0,0
1150,1,0
1151,0,0
1152,1,2
1153,0,1
1154,2,-1
1155,1,1
1156,2,1
1157,3,1
1158,0,0
1159,0,3
1160,0,0
1161,0,1
1162,3,3
1163,0,1
1164,0,1
1165,3,1
1166,3,-1
1167,0,1
1168,0,1
1169,0,3
1170,0,1
1171,0,-1
1172,1,2
1173,0,0
1174,0,0
1175,0,1
1176,0,1
1177,1,2
1178,0,0
1179,2,-2
1180,0,2
1181,1,2
1182,0,2
1183,0,3
1184,0,0
1185,3,-2
1186,0,0
1187,0,1
1188,0,1
1189,2,1
1190,0,1
1191,0,1
1192,0,1
1193,0,2
1194,0,0
1195,0,1
1196,3,1
1197,0,1
1198,3,0
1199,0,1
1200,3,0
1201,0,1
1202,1,2
1203,1,2
1204,2,1
1205,0,3
1206,0,1
1207,0,1
1208,1,0
1209,0,1
1210,3,0
1211,0,1
1212,0,1
1213,0,-2
1214,1,0
1215,0,1
1216,2,-1
1217,3,1
1218,0,1
1219,0,0
1220,1,2
1221,3,3
1222,0,1
1223,0,-1
1224,0,1
1225,2,1
1226,0,1
1227,0,0
1228,1,1
1229,0,-1
1230,1,1
1231,0,1
1232,0,1
1233,0,1
1234,1,3
1235,2,0
1236,3,-2
1237,2,-2
1238,0,-2
1239,0,2
1240,0,0
1241,3,1
1242,0,1
1243,0,1
1244,0,2
1245,0,0
1246,0,-5
1247,0,1
1248,0,3
1249,0,1
1250,0,-1
1251,3,1
1252,1,2
1253,2,0
1254,0,0
1255,1,-1
1256,0,-1
1257,0,1
1258,0,0
1259,0,1
1260,0,0
1261,0,0
1262,0,-1
1263,0,0
1264,1,1
1265,2,2
1266,2,-5
1267,0,1
1268,2,1
1269,0,3
1270,0,1
1271,0,0
1272,0,1
1273,1,2
1274,0,1
1275,0,3
1276,0,1
1277,0,0
1278,0,-3
1279,0,-1
1280,0,0
1281,0,0
1282,0,1
1283,0,1
1284,0,0
1285,0,1
1286,0,0
1287,2,1
1288,0,1
1289,0,-1
1290,0,1
1291,1,1
1292,0,0
1293,0,0
1294,0,1
1295,0,1
1296,0,0
1297,0,0
1298,3,1
1299,3,-1
1300,0,3
1301,0,0
1302,0,0
1303,0,0
1304,2,1
1305,0,0
1306,0,2
1307,0,0
1308,1,2
1309,3,0
1310,0,0
1311,0,3
1312,0,2
1313,2,0
1314,0,0
1315,3,0
1316,0,-1
1317,3,-1
1318,1,2
1319,0,0
1320,3,2
1321,3,0
1322,0,1
1323,0,1
1324,0,-4
1325,0,-3
1326,0,0
1327,0,-1
1328,0,1
1329,0,1
1330,0,-4
1331,2,1
1332,3,1
1333,0,0
1334,0,0
1335,0,-1
1336,0,1
1337,0,0
1338,2,-1
1339,2,1
1340,0,1
1341,0,3
1342,0,1
1343,3,1
1344,0,1
1345,0,1
1346,1,0
1347,0,1
1348,0,0
1349,0,-1
1350,2,0
1351,0,-4
1352,0,0
1353,0,1
1354,1,2
1355,0,1
1356,0,2
1357,0,1
1358,1,2
1359,0,1
1360,2,3
1361,1,2
1362,0,1
1363,0,1
1364,0,1
1365,1,3
1366,0,0
1367,0,0
1368,1,2
1369,3,1
1370,0,-2
1371,0,0
1372,0,1
1373,3,-1
1374,0,-1
1375,0,1
1376,0,0
1377,0,0
1378,0,1
1379,2,0
1380,0,-1
1381,0,1
1382,0,1
1383,0,0
1384,0,1
1385,0,-3
1386,0,1
1387,0,-2
1388,0,1
1389,0,1
1390,0,1
1391,0,1
1392,3,1
1393,1,2
1394,3,1
1395,0,-1
1396,1,2
1397,0,0
1398,0,0
1399,3,1
1400,0,0
1401,2,1
1402,3,1
1403,0,-2
1404,0,1
1405,0,0
1406,0,1
1407,0,-2
1408,0,-1
1409,2,0
1410,0,-1
1411,2,-1
1412,0,1
1413,0,3
1414,0,1
1415,0,2
1416,3,0
1417,1,3
1418,0,1
1419,1,2
1420,0,0
1421,0,1
1422,0,-1
1423,3,1
1424,0,0
1425,0,3
1426,0,-4
1427,0,1
1428,1,2
1429,0,3
1430,0,0
1431,0,1
1432,2,0
1433,0,1
1434,0,1
1435,0,0
1436,0,1
1437,0,0
1438,2,2
1439,0,1
1440,3,0
1441,0,1
1442,3,0
1443,0,1
1444,0,1
1445,0,1
1446,0,1
1447,0,1
1448,0,1
1449,2,-4
1450,0,0
1451,1,1
1452,3,1
1453,0,1
1454,1,2
1455,3,0
1456,2,0
1457,3,2
1458,2,1
1459,2,3
1460,0,2
1461,0,1
1462,0,-3
1463,0,-1
1464,1,3
1465,0,1
1466,0,0
1467,2,-3
1468,2,-1
1469,0,1
1470,0,0
1471,1,1
1472,3,0
1473,1,1
1474,1,2
1475,1,2
1476,0,1
1477,0,1
1478,2,0
1479,0,0
1480,0,0
1481,0,0
1482,1,2
1483,0,-2
1484,3,1
1485,2,-1
1486,1,1
1487,0,1
1488,1,2
1489,0,1
1490,0,-1
1491,0,0
1492,3,3
1493,0,0
1494,3,0
1495,2,0
1496,0,0
1497,0,1
1498,0,1
1499,0,0
1500,3,1
1501,0,1
1502,0,0
1503,0,0
1504,0,1
1505,0,0
1506,1,2
1507,0,0
1508,2,1
1509,0,-1
1510,1,1
1511,3,1
1512,0,1
1513,2,1
1514,1,1
1515,0,1
1516,0,-1
1517,3,1
1518,0,0
1519,1,2
1520,0,1
1521,0,0
1522,1,1
1523,0,1
1524,0,0
1525,1,2
1526,0,1
1527,0,0
1528,0,0
1529,0,-1
1530,0,1
1531,3,1
1532,2,0
1533,0,0
1534,0,1
1535,0,1
1536,0,0
1537,0,-1
1538,0,-2
1539,0,0
1540,0,3
1541,0,0
1542,0,1
1543,0,1
1544,0,1
1545,1,1
1546,0,0
1547,2,1
1548,0,1
1549,0,0
1550,2,-1
1551,0,3
1552,3,1
1553,1,2
1554,0,1
1555,0,1
1556,0,0
1557,0,1
1558,3,0
1559,0,1
1560,0,1
1561,2,-1
1562,3,1
1563,3,-1
1564,0,1
1565,0,1
1566,0,3
1567,0,1
1568,0,1
1569,0,0
1570,0,0
1571,2,-1
1572,0,1
1573,0,0
1574,2,3
1575,2,-2
1576,0,1
1577,0,0
1578,0,-1
1579,0,1
1580,0,0
1581,0,-1
1582,0,1
1583,0,0
1584,2,1
1585,2,-2
1586,0,1
1587,0,1
1588,0,1
1589,0,1
1590,2,3
1591,1,1
1592,0,0
1593,0,0
1594,0,0
1595,0,1
1596,0,-1
1597,0,0
1598,2,-2
1599,0,0
1600,3,1
1601,0,1
1602,1,1
1603,0,0
1604,3,1
1605,2,2
1606,0,-1
1607,2,0
1608,2,-1
1609,0,-2
1610,2,0
1611,2,1
1612,0,0
1613,0,0
1614,1,2
1615,0,2
1616,1,1
1617,0,1
1618,0,0
1619,1,2
1620,0,1
1621,0,0
1622,0,1
1623,0,2
1624,2,-1
1625,0,1
1626,0,0
1627,0,1
1628,1,1
1629,3,0
1630,0,2
1631,0,1
1632,1,0
1633,0,0
1634,0,1
1635,0,1
1636,2,0
1637,0,0
1638,0,1
1639,0,1
1640,0,3
1641,2,-4
1642,0,-1
1643,0,1
1644,0,1
1645,0,1
1646,0,-1
1647,2,-1
1648,0,1
1649,0,-1
1650,3,0
1651,0,1
1652,0,1
1653,0,1
1654,0,1
1655,0,1
1656,0,1
1657,1,1
1658,3,-1
1659,1,-2
1660,0,-1
1661,0,1
1662,0,1
1663,0,0
1664,0,-1
1665,0,1
1666,0,0
1667,0,-1
1668,0,1
1669,0,1
1670,0,2
1671,0,0
1672,0,0
1673,2,-1
1674,0,1
1675,0,1
1676,0,1
1677,0,1
1678,0,0
1679,0,1
1680,0,0
1681,0,-2
1682,0,1
1683,0,0
1684,0,1
1685,2,1
1686,2,-1
1687,0,1
1688,0,0
1689,0,2
1690,0,1
1691,0,-2
1692,0,0
1693,0,1
1694,2,3
1695,0,-1
1696,2,0
1697,3,0
1698,0,1
1699,1,1
1700,0,1
1701,0,0
1702,2,-1
1703,0,-7
1704,0,1
1705,0,-1
1706,1,2
1707,0,0
1708,0,1
1709,0,1
1710,3,1
1711,2,-3
1712,3,-1
1713,1,2
1714,0,1
1715,0,0
1716,0,1
1717,0,1
1718,0,1
1719,2,1
1720,0,0
1721,0,1
1722,0,0
1723,0,0
1724,0,1
1725,2,0
1726,3,1
1727,0,0
1728,0,2
1729,0,0
1730,0,0
1731,0,1
1732,3,-2
1733,0,0
1734,0,1
1735,2,-1
1736,0,0
1737,0,1
1738,0,0
1739,0,0
1740,0,-1
1741,0,1
1742,0,1
1743,0,1
1744,0,1
1745,0,3
1746,0,1
1747,2,1
1748,2,0
1749,0,1
1750,0,3
1751,0,0
1752,0,1
1753,0,1
1754,0,1
1755,0,1
1756,2,1
1757,0,1
1758,0,1
1759,0,1
1760,0,0
1761,0,1
1762,2,-1
1763,0,0
1764,0,0
1765,3,1
1766,2,-2
1767,0,0
1768,0,1
1769,0,-1
1770,0,2
1771,0,2
1772,0,0
1773,0,-3
1774,0,3
1775,3,1
1776,0,1
1777,0,1
1778,0,0
1779,0,0
1780,0,1
1781,2,1
1782,0,3
1783,0,0
1784,0,0
1785,0,-2
1786,0,1
1787,3,1
1788,0,1
1789,0,1
1790,0,-3
1791,0,1
1792,0,3
1793,0,2
1794,0,1
1795,0,-2
1796,2,-1
1797,0,0
1798,2,-1
1799,1,1
1800,0,1
1801,3,0
1802,1,-1
1803,1,2
1804,0,1
1805,3,1
1806,2,1
1807,2,-1
1808,0,1
1809,2,1
1810,0,1
1811,0,1
1812,2,1
1813,0,1
1814,0,0
1815,0,-1
1816,2,-1
1817,0,-1
1818,0,1
1819,0,1
1820,0,-2
1821,0,1
1822,1,2
1823,0,0
1824,0,0
1825,0,0
1826,0,1
1827,0,0
1828,0,-2
1829,0,1
1830,2,1
1831,0,0
1832,0,3
1833,0,1
1834,0,0
1835,3,-2
1836,3,1
1837,0,1
1838,1,-1
1839,1,2
1840,1,-1
1841,0,1
1842,0,1
1843,2,1
1844,0,-2
1845,3,0
1846,0,1
1847,1,2
1848,0,1
1849,0,1
1850,0,1
1851,3,0
1852,0,3
1853,0,2
1854,1,2
1855,1,2
1856,0,1
1857,2,-1
1858,0,1
1859,1,2
1860,1,-2
1861,1,0
1862,0,1
1863,0,-1
1864,0,1
1865,0,0
1866,0,2
1867,0,-1
1868,0,0
1869,2,-3
1870,0,-1
1871,0,0
1872,0,1
1873,1,2
1874,0,0
1875,0,1
1876,0,1
1877,0,1
1878,0,1
1879,0,2
1880,2,-1
1881,1,2
1882,0,1
1883,2,0
1884,2,1
1885,0,-2
1886,3,1
1887,0,0
1888,0,2
1889,0,1
1890,0,-1
1891,1,2
1892,0,1
1893,0,1
1894,1,2
1895,0,1
1896,0,2
1897,0,1
1898,0,1
1899,1,0
1900,2,1
1901,3,1
1902,2,1
1903,0,0
1904,3,1
1905,0,3
1906,2,-1
1907,0,1
1908,3,1
1909,0,-1
1910,0,-1
1911,1,1
1912,0,0
1913,0,1
1914,0,0
1915,0,0
1916,0,0
1917,0,1
1918,0,3
1919,0,1
1920,0,1
1921,1,0
1922,0,-2
1923,0,0
1924,1,1
1925,0,0
1926,0,1
1927,0,-1
1928,0,1
1929,0,3
1930,0,0
1931,0,0
1932,0,1
1933,3,1
1934,0,-1
1935,3,0
1936,0,1
1937,0,0
1938,0,1
1939,3,-1
1940,0,1
1941,0,-1
1942,0,-1
1943,0,1
1944,0,1
1945,2,-1
1946,0,1
1947,1,1
1948,0,0
1949,0,1
1950,0,1
1951,0,1
1952,2,-2
1953,2,0
1954,3,-4
1955,0,1
1956,0,0
1957,0,3
1958,0,1
1959,0,1
1960,2,0
1961,0,0
1962,0,-3
1963,3,0
1964,0,-1
1965,2,-1
1966,1,2
1967,0,1
1968,0,-1
1969,0,1
1970,3,-1
1971,0,1
1972,0,3
1973,0,1
1974,0,1
1975,0,1
1976,1,2
1977,2,-1
1978,0,0
1979,2,2
1980,1,-5
1981,0,0
1982,0,1
1983,0,1
1984,0,0
1985,0,-1
1986,1,0
1987,0,0
1988,2,-2
1989,0,1
1990,0,-4
1991,2,-3
1992,2,-4
1993,0,1
1994,0,0
1995,0,0
1996,0,-3
1997,0,0
1998,3,1
1999,0,1
2000,0,1
2001,0,-1
2002,0,-2
2003,0,-1
2004,0,1
2005,0,0
2006,0,1
2007,0,1
2008,2,0
2009,0,1
2010,2,1
2011,1,2
2012,0,0
2013,0,0
2014,0,0
2015,0,-1
2016,1,2
2017,0,1
2018,0,1
2019,0,-1
2020,0,0
2021,0,0
2022,0,1
2023,1,2
2024,2,1
2025,2,1
2026,0,-1
2027,3,-2
2028,0,1
2029,0,1
2030,0,0
2031,0,3
2032,0,-5
2033,3,0
2034,0,0
2035,0,1
2036,0,1
2037,1,2
2038,0,0
2039,0,1
2040,0,1
2041,1,2
2042,2,-1
2043,0,0
2044,2,-2
2045,1,2
2046,0,1
2047,2,1
2048,1,2
2049,0,1
2050,1,-1
2051,0,-1
2052,0,1
2053,0,1
2054,1,-1
2055,0,2
2056,0,0
2057,0,1
2058,0,-1
2059,0,3
2060,0,1
2061,0,0
2062,3,0
2063,0,1
2064,0,1
2065,0,2
2066,0,-1
2067,0,1
2068,0,0
2069,0,1
2070,0,1
2071,1,1
2072,2,1
2073,0,3
2074,2,1
2075,1,-1
2076,0,1
2077,3,1
2078,0,1
2079,0,1
2080,1,1
2081,0,1
2082,0,-1
2083,0,0
2084,0,-1
2085,0,-1
